player_name,position,height,height_with_shoes,weight,wingspan,standing_reach,body_fat_percentage,hand_length,hand_width,draft_year
Jonny Flynn,PG,180.98,184.78,88.72,193.04,242.57,6.3,,,2009
Taj Gibson,PF,204.47,207.64,97.25,223.52,276.86,6.6,,,2009
Danny Green,SG/SF,196.22,199.39,94.35,208.28,261.62,5.6,,,2009
Blake Griffin,PF,204.47,208.28,112.67,211.46,266.7,8.2,,,2009
Tyler Hansbrough,PF,203.84,207.01,106.23,212.09,269.24,8.5,,,2009
James Harden,SG,193.04,196.22,100.7,210.18,262.89,10.1,,,2009
Gerald Henderson,SG/SF,193.04,195.58,97.34,208.92,260.35,4.4,,,2009
Josh Heytvelt,PF/C,208.28,210.82,111.67,216.54,274.32,10.8,,,2009
Jordan Hill,PF/C,206.38,208.92,105.41,217.17,274.32,6.0,,,2009
Jrue Holiday,PG/SG,191.14,193.68,90.26,200.66,255.27,6.3,,,2009
Joe Ingles,SF,202.56,203.84,94.89,208.92,266.7,10.1,,,2009
James Johnson,SF/PF,200.66,202.56,116.66,215.26,267.97,12.0,,,2009
Ty Lawson,PG,180.98,184.15,89.18,184.78,240.03,6.6,,,2009
Eric Maynor,PG,188.6,191.14,74.21,189.23,246.38,5.4,,,2009
Jack McClinton,SG/PG,182.24,184.78,84.01,189.23,243.84,6.2,,,2009
Jerel McNeal,SG,186.69,190.5,86.36,201.3,252.73,5.4,,,2009
Jodie Meeks,SG,190.5,193.04,95.89,194.31,248.92,8.0,,,2009
Patty Mills,PG,180.98,184.15,79.56,187.96,241.3,6.9,,,2009
Byron Mullens,C,212.72,216.54,117.12,217.17,281.94,8.5,,,2009
A.J. Price,PG,184.15,187.96,87.45,192.4,246.38,12.4,,,2009
Tyler Smith,SF,196.22,198.12,96.16,207.64,265.43,7.0,,,2009
DaJuan Summers,SF,201.3,204.47,110.22,215.26,270.51,6.6,,,2009
Jermaine Taylor,SG,191.77,194.94,94.08,205.1,256.54,5.8,,,2009
Jeff Teague,PG,183.52,186.69,79.47,201.93,250.19,4.5,,,2009
Hasheem Thabeet,C,216.54,219.71,121.2,229.24,287.02,6.7,,,2009
Marcus Thornton,SG,189.86,192.4,88.18,195.58,251.46,4.8,,,2009
Terrence Williams,SG/SF,195.58,198.76,96.71,205.74,262.89,5.1,,,2009
Sam Young,SF/SG,196.22,200.02,101.06,210.18,267.97,4.9,,,2009
Joe Alexander,SF/PF,201.3,203.84,99.79,212.09,269.24,5.8,,,2008
Darrell Arthur,PF,201.93,204.47,97.98,210.18,271.78,7.3,,,2008
D.J. Augustin,PG,177.8,181.61,77.79,191.77,240.03,8.1,,,2008
Jerryd Bayless,PG/SG,187.32,190.5,92.53,191.77,246.38,4.7,,,2008
Michael Beasley,PF/SF,200.66,203.84,108.41,214.0,271.78,7.7,,,2008
Ramel Bradley,PG/SG,186.06,188.6,83.46,195.58,248.92,5.7,,,2008
Tyrone Brazelton,PG,177.8,180.34,75.3,187.32,238.76,8.1,,,2008
Takais Brown,PF,201.3,204.47,114.31,208.28,269.24,9.2,,,2008
Keith Brumbaugh,SF/PF,201.93,205.1,86.18,201.3,265.43,4.0,,,2008
Stanley Burrell,PG,186.69,189.23,91.17,198.76,247.65,5.6,,,2008
Brian Butch,C/PF,207.01,210.82,104.14,211.46,274.32,10.8,,,2008
Jamar Butler,PG,183.52,186.69,82.55,194.94,246.38,6.0,,,2008
Pat Calathes,SF/PF,205.1,207.64,92.53,207.64,269.24,7.3,,,2008
Joe Crawford,SG,190.5,193.04,96.62,197.48,252.73,7.6,,,2008
Chris Daniels,C/PF,203.84,207.01,116.12,214.63,276.86,16.1,,,2008
Joey Dorsey,PF/C,198.76,201.3,120.2,217.8,271.78,9.0,,,2008
Marcus Dove,SF/PF,200.02,201.93,94.35,212.09,266.7,5.3,,,2008
Josh Duncan,PF,203.2,205.74,104.33,212.09,265.43,5.4,,,2008
Frank Elegar,PF,201.3,205.1,95.25,221.62,269.24,4.5,,,2008
Patrick Ewing Jr.,SF/PF,198.12,201.3,101.6,214.0,247.65,9.4,,,2008
Gary Forbes,SG,194.31,197.48,100.02,211.46,265.43,6.5,,,2008
Shan Foster,SG,193.04,196.22,88.22,212.09,262.89,6.3,,,2008
J.R. Giddens,SG,193.04,194.94,94.35,211.46,261.62,5.4,,,2008
James Gist,PF,200.66,204.47,99.79,223.52,273.05,4.8,,,2008
Vladimir Golubovic,C,211.46,214.0,117.03,219.71,283.21,6.9,,,2008
Eric Gordon,SG,187.96,191.14,100.7,205.74,251.46,8.2,,,2008
Kentrell Gransberry,C,200.02,202.56,131.54,208.92,269.24,17.4,,,2008
Donte Greene,SF/PF,203.84,205.74,100.24,208.28,274.32,7.6,,,2008
Malik Hairston,SG,193.68,196.22,92.53,205.74,262.89,6.9,,,2008
DeVon Hardin,C/PF,207.01,210.18,106.59,220.98,278.13,5.8,,,2008
Richard Hendrix,PF,200.02,205.1,113.4,220.98,274.32,9.2,,,2008
George Hill,PG,186.06,189.23,82.1,205.74,247.65,3.0,,,2008
Kyle Hines,SF/PF,192.4,196.22,106.14,216.54,265.43,3.6,,,2008
Jiri Hubalek,C/PF,207.01,210.82,102.51,210.18,276.86,8.8,,,2008
Lester Hudson,PG,182.24,185.42,88.9,205.1,250.19,3.4,,,2008
Othello Hunter,PF/SF,199.39,201.93,99.79,220.98,278.13,6.4,,,2008
Darnell Jackson,PF,200.66,202.56,109.09,211.46,270.51,12.5,,,2008
Shawn James,PF,202.56,205.74,98.43,226.06,281.94,9.2,,,2008
Davon Jefferson,SF,196.22,199.39,96.62,207.01,266.7,12.0,,,2008
Joseph Jones,PF,200.66,204.47,108.86,214.0,271.78,12.2,,,2008
DeAndre Jordan,C,207.64,210.82,113.4,228.6,288.29,7.5,,,2008
Sasha Kaun,C/PF,205.74,210.18,112.04,223.52,279.4,9.6,,,2008
Marcelus Kemp,SG,190.5,193.68,100.24,204.47,262.89,9.0,,,2008
Maarty Leunen,SF,201.3,204.47,100.7,203.2,260.35,8.9,,,2008
Longar Longar,C,205.74,208.28,96.39,216.54,278.13,10.6,,,2008
Brook Lopez,C,211.46,214.63,117.03,227.33,287.02,6.3,,,2008
Kevin Love,PF,202.56,207.01,115.67,211.46,269.24,12.9,,,2008
Aleks Maric,C,207.64,210.18,123.83,215.9,278.13,10.1,,,2008
O.J. Mayo,SG/PG,191.14,193.68,90.72,198.12,252.73,6.3,,,2008
James Mays,PF,200.02,202.56,102.97,217.8,266.7,8.8,,,2008
Luc Mbah a Moute,SF,197.48,201.93,100.24,219.71,262.89,7.0,,,2008
JaVale McGee,C/PF,210.82,213.36,109.32,228.6,290.83,5.3,,,2008
Drew Neitzel,PG,182.24,184.78,79.61,189.23,241.3,6.2,,,2008
DeMarcus Nelson,PG/SG,185.42,188.6,89.81,208.28,250.19,4.5,,,2008
David Padgett,C/PF,208.92,212.09,108.64,215.9,278.13,9.0,,,2008
Jeremy Pargo,PG,184.15,186.69,94.35,195.58,243.84,7.6,,,2008
Trent Plaisted,PF,206.38,208.92,108.86,209.55,267.97,11.0,,,2008
Quan Prowell,SF/PF,200.02,202.56,102.29,209.55,262.89,6.5,,,2008
Shaun Pruitt,C/PF,203.84,205.74,109.86,215.9,273.05,13.8,,,2008
Anthony Randolph,PF/SF,205.74,208.92,89.36,220.98,276.86,4.7,,,2008
Charles Rhodes,PF,201.3,203.84,110.68,211.46,273.05,10.7,,,2008
John Riek,C,209.55,213.36,107.5,235.58,,11.0,,,2008
Brian Roberts,PG,183.52,186.06,78.47,186.06,241.3,3.6,,,2008
Russell Robinson,PG,184.15,186.69,88.9,203.2,255.27,7.4,,,2008
Richard Roby,SG/SF,193.68,196.85,92.08,207.64,264.16,9.2,,,2008
Derrick Rose,PG,186.69,189.23,88.9,203.2,250.19,4.6,,,2008
Sean Singletary,PG,180.34,182.88,83.37,194.31,241.3,4.2,,,2008
Ronald Steele,PG,183.52,186.69,83.23,193.68,247.65,8.1,,,2008
Mike Taylor,SG/PG,184.78,187.96,75.39,201.3,248.92,3.8,,,2008
Bryce Taylor,SG,189.86,193.68,95.25,205.74,252.73,8.3,,,2008
Mark Tyndale,SG/SF,189.86,191.77,98.43,210.82,262.89,6.7,,,2008
Robert Vaden,SG,191.77,194.31,90.26,203.2,256.54,6.2,,,2008
Deron Washington,SF,196.22,198.76,90.04,205.74,260.35,7.2,,,2008
Sonny Weems,SG/SF,193.04,196.85,87.54,208.28,264.16,4.4,,,2008
Russell Westbrook,PG,188.6,191.77,87.09,202.56,254.0,4.8,,,2008
Reggie Williams,SG,191.14,193.04,90.26,206.38,261.62,5.3,,,2008
Mohamed Abukar,SF,203.2,207.64,95.25,205.74,261.62,8.9,,,2007
Mario Boggan,PF,195.58,200.66,108.86,218.44,271.78,9.2,,,2007
Craig Bradshaw,PF,203.2,207.64,108.86,217.17,270.51,12.1,,,2007
Corey Brewer,SF/SG,198.12,202.56,83.91,203.84,261.62,4.2,,,2007
Aaron Brooks,PG,177.8,182.24,73.03,193.04,238.76,2.7,,,2007
Bobby Brown,PG,180.34,187.32,77.11,193.04,242.57,6.6,,,2007
Russell Carter,SG,190.5,194.31,100.24,204.47,247.65,6.0,,,2007
Coleman Collins,PF,203.2,207.64,107.05,218.44,271.78,6.2,,,2007
Mike Conley,PG,180.34,184.78,79.38,197.48,240.03,4.2,,,2007
Daequan Cook,SG,190.5,197.48,92.08,203.84,257.81,7.0,,,2007
Ryvon Covile,C/PF,200.66,204.47,113.4,216.54,273.05,8.0,,,2007
Javaris Crittenton,PG,190.5,194.94,88.0,196.85,248.92,4.5,,,2007
Jermareo Davidson,PF,205.74,210.82,104.33,223.52,278.13,6.9,,,2007
Justin Doellman,PF,203.2,207.01,92.99,205.1,266.7,7.0,,,2007
Zabian Dowdell,PG,185.42,190.5,86.64,208.28,254.0,5.1,,,2007
Jared Dudley,SF,195.58,201.3,99.34,200.66,259.08,7.1,,,2007
Kevin Durant,SF/PF,205.74,208.92,97.52,225.42,279.4,6.6,,,2007
Rashaun Freeman,PF,198.12,203.2,110.68,212.09,264.16,11.5,,,2007
Aaron Gray,C,213.36,217.8,122.92,221.62,275.59,10.8,,,2007
Caleb Green,PF,198.12,203.2,107.95,212.72,261.62,10.9,,,2007
Jeff Green,SF,200.66,207.01,103.42,216.54,261.62,3.7,,,2007
Taurean Green,PG,180.34,184.78,78.47,188.6,243.84,4.6,,,2007
Spencer Hawes,PF,208.28,215.26,110.68,214.63,279.4,13.0,,,2007
Brandon Heath,PG,187.96,192.4,82.1,200.66,238.76,9.0,,,2007
Herbert Hill,C,200.66,207.64,105.23,219.08,275.59,5.6,,,2007
Al Horford,PF,203.2,207.64,111.58,215.26,271.78,9.1,,,2007
Quinton Hosley,SF/SG,195.58,202.56,97.52,211.46,266.7,5.7,,,2007
James Hughes,C,205.74,210.18,94.8,220.98,281.94,3.5,,,2007
Jeremy Hunt,SG,187.96,194.94,89.81,203.84,257.81,5.2,,,2007
Ekene Ibekwe,PF,203.2,205.74,94.35,228.6,264.16,3.2,,,2007
Dominic James,PG,177.8,182.24,79.38,187.96,236.22,4.8,,,2007
Trey Johnson,SG,190.5,197.48,97.98,195.58,248.92,5.4,,,2007
Rashad Jones-Jennings,PF,198.12,201.93,106.59,213.36,267.97,5.9,,,2007
Jared Jordan,PG,182.88,187.32,83.01,182.88,238.76,7.0,,,2007
Coby Karl,SG/PG,190.5,194.94,92.53,210.82,252.73,5.4,,,2007
Antanas Kavaliauskas,PF,205.74,209.55,107.5,209.55,270.51,7.7,,,2007
Carl Landry,PF,200.66,204.47,112.49,210.82,260.35,7.5,,,2007
Stephane Lasme,PF,195.58,200.66,96.62,218.44,271.78,4.9,,,2007
Acie Law,PG,187.96,191.77,84.37,199.39,248.92,5.6,,,2007
Marko Lekic,C,205.74,209.55,121.11,215.9,275.59,11.4,,,2007
Ron Lewis,SG,187.96,194.31,88.0,199.39,251.46,4.5,,,2007
Cartier Martin,SF,193.04,199.39,98.88,208.28,262.89,5.6,,,2007
Dominic McGuire,SF,200.66,203.84,99.79,209.55,264.16,4.7,,,2007
Josh McRoberts,PF,203.2,208.28,108.86,215.9,270.51,13.7,,,2007
Sammy Mejia,SG,195.58,200.66,98.88,210.82,266.7,8.3,,,2007
Brad Newley,SG,195.58,199.39,91.17,203.2,260.35,8.0,,,2007
Demetris Nichols,SF,198.12,201.93,95.71,214.0,266.7,6.2,,,2007
Joakim Noah,PF,208.28,213.36,101.15,216.54,270.51,4.8,,,2007
Greg Oden,C,210.82,213.36,116.57,224.16,284.48,7.8,,,2007
Ivan Radenovic,PF,205.74,210.18,102.51,212.72,269.24,9.8,,,2007
JR Reynolds,PG,182.88,189.86,85.28,191.14,241.3,8.2,,,2007
Chris Richard,PF,200.66,205.1,114.31,224.79,280.67,7.5,,,2007
Dustin Salisbery,SG,190.5,194.94,94.35,203.2,255.27,6.6,,,2007
Blake Schilb,SG,195.58,200.66,97.07,205.74,260.35,10.0,,,2007
Renaldas Seibutis,SG,193.04,197.48,83.91,205.1,256.54,6.1,,,2007
Ramon Sessions,PG,187.96,192.4,83.91,193.68,247.65,6.2,,,2007
Mustafa Shakur,PG,190.5,194.31,83.91,196.85,251.46,4.1,,,2007
Jason Smith,PF,210.18,212.09,105.69,210.18,269.24,7.5,,,2007
DJ Strawberry,SG,192.4,195.58,90.26,199.39,256.54,4.5,,,2007
Rodney Stuckey,SG/PG,192.4,194.31,93.89,201.3,255.27,6.1,,,2007
Curtis Sumpter,SF,198.12,202.56,102.97,207.01,264.16,5.3,,,2007
Yue Sun,SF,202.56,205.1,96.16,205.74,266.7,5.1,,,2007
Jamaal Tatum,PG,181.61,184.78,76.2,189.23,237.49,5.0,,,2007
Reyshawn Terry,SF,200.02,201.93,100.7,208.28,262.89,8.9,,,2007
Al Thornton,SF,197.48,200.66,100.24,215.9,264.16,5.8,,,2007
Anthony Tolliver,PF,200.66,204.47,109.77,219.71,273.05,5.7,,,2007
Ali Traore,C/PF,205.1,207.64,112.94,223.52,275.59,12.1,,,2007
Kyle Visser,C,208.28,212.09,109.77,210.82,274.32,10.2,,,2007
Darryl Watkins,C,205.1,208.92,109.32,220.98,279.4,6.9,,,2007
Major Wingate,C,204.47,210.18,109.77,223.52,276.86,6.7,,,2007
DaShaun Wood,PG,179.7,181.61,75.75,184.78,233.68,5.4,,,2007
Julian Wright,SF/PF,199.39,204.47,95.71,219.08,274.32,6.1,,,2007
Brandan Wright,PF,205.1,208.28,90.72,222.88,275.59,5.8,,,2007
Avis Wyatt,PF,205.1,207.01,96.16,215.9,271.78,3.3,,,2007
Jianlian Yi,,,,,,,,,,2007
Nick Young,SG/SF,195.58,200.02,93.44,213.36,255.27,6.8,,,2007
Thaddeus Young,SF,197.48,201.93,95.25,212.09,269.24,4.9,,,2007
Kenny Adeleke,PF/C,199.39,202.56,113.4,208.92,264.16,10.5,,,2006
Maurice Ager,SG/PG,191.14,194.31,92.08,202.56,257.81,8.0,,,2006
LaMarcus Aldridge,PF/C,208.28,211.46,106.14,225.42,279.4,8.7,,,2006
Morris Almond,SG/SF,194.94,198.12,97.07,208.28,260.35,6.9,,,2006
Lou Amundson,PF,201.17,203.2,100.24,212.09,262.89,6.8,,,2006
Rashad Anderson,SG,191.14,194.31,101.6,200.66,254.0,17.3,,,2006
Hilton Armstrong,C/PF,207.01,208.92,108.86,223.52,276.86,6.3,,,2006
James Augustine,PF,203.84,207.64,102.97,214.0,264.16,5.5,,,2006
Renaldo Balkman,SF/PF,196.22,199.39,93.44,215.9,265.43,4.9,,,2006
J.P. Batista,PF,201.93,204.47,120.2,208.28,262.89,12.0,,,2006
Will Blalock,PG,180.98,184.15,88.0,198.12,245.11,7.2,,,2006
Brandon Bowman,SF,200.02,203.84,94.8,212.09,261.62,8.4,,,2006
Ronnie Brewer,SG/PG,197.48,200.02,101.15,211.46,262.89,5.0,,,2006
Denham Brown,SG/SF,193.04,195.58,98.88,207.01,260.35,9.0,,,2006
Brad Buckman,PF,201.3,205.1,107.95,213.36,273.05,10.5,,,2006
Nik Caner-Medley,SF,199.39,203.2,106.14,205.74,261.62,9.6,,,2006
Rodney Carney,SG/SF,194.31,197.48,92.53,208.28,262.89,5.3,,,2006
Keydren Clark,PG,175.26,178.44,83.46,189.23,234.95,11.6,,,2006
Mardy Collins,PG/SG,193.68,196.85,101.6,208.28,261.62,10.0,,,2006
Taquan Dean,SG/PG,187.96,190.5,83.01,200.02,248.92,3.9,,,2006
Terence Dials,PF/C,202.56,205.74,114.76,213.36,269.24,15.8,,,2006
Sean Dockery,PG/SG,184.78,187.96,82.55,194.31,242.57,7.3,,,2006
Jordan Farmar,PG,184.78,187.96,77.56,190.5,240.03,4.4,,,2006
Randy Foye,SG/PG,188.6,191.14,96.16,198.76,246.38,10.0,,,2006
Torin Francis,PF/C,205.74,208.28,112.04,215.9,267.97,12.4,,,2006
Rudy Gay,SF/PF,200.66,203.2,100.7,220.98,273.05,5.7,,,2006
Nick George,SF/SG,193.04,197.48,91.17,208.28,261.62,6.0,,,2006
Taj Gray,PF/SF,201.3,204.47,104.78,215.26,271.78,6.8,,,2006
Dan Grunfeld,SF/SG,194.94,198.12,97.98,198.76,251.46,10.4,,,2006
Matt Haryasz,PF/C,207.64,210.82,99.34,214.0,273.05,9.8,,,2006
Eric Hicks,PF,194.94,196.85,107.95,217.17,267.97,7.1,,,2006
Tedric Hill,SF/PF,202.56,205.74,107.05,215.9,271.78,7.3,,,2006
Daniel Horton,PG/SG,184.15,188.6,89.81,200.66,245.11,8.0,,,2006
Bobby Jones,SF/SG,197.48,200.02,95.71,207.01,257.81,8.0,,,2006
Solomon Jones,PF/C,204.47,207.64,101.6,225.42,276.86,7.4,,,2006
Viktor Keyru,SG/PG,196.22,198.12,91.63,206.38,264.16,5.5,,,2006
Marco Killingsworth,PF,196.85,200.02,120.66,220.98,264.16,19.0,,,2006
Tarence Kinsey,SF/SG,194.94,196.85,81.19,200.02,255.27,4.1,,,2006
Carl Krauser,PG,182.24,184.78,86.18,198.76,246.38,8.0,,,2006
Chris McCray,SG,190.5,193.04,84.82,197.48,245.11,9.6,,,2006
Gerry McNamara,PG/SG,182.24,184.15,80.29,184.78,234.95,12.8,,,2006
Pops Mensah-Bonsu,PF/C,201.93,205.74,105.23,213.36,267.97,5.8,,,2006
Paul Miller,PF/C,204.47,206.38,113.85,213.36,257.81,13.8,,,2006
Paul Millsap,PF,198.76,201.3,117.03,217.17,267.97,9.7,,,2006
Dwayne Mitchell,SG/SF,187.96,191.14,94.35,199.39,250.19,4.5,,,2006
Adam Morrison,SF,199.39,202.56,89.81,208.28,266.7,6.8,,,2006
Yemi Nicholson,PF/C,202.56,207.01,117.03,224.16,271.78,17.2,,,2006
David Noel,SF/SG,194.31,198.12,101.15,207.01,254.0,6.1,,,2006
Steve Novak,SF,203.2,206.38,97.98,207.01,261.62,8.1,,,2006
Patrick O'Bryant,C,210.82,213.36,112.94,227.96,287.02,10.0,,,2006
Danilo Pinnock,PG/SG,189.86,193.04,92.53,201.93,255.27,4.6,,,2006
Chris Quinn,PG/SG,184.15,186.69,79.38,195.58,238.76,5.9,,,2006
Allan Ray,SG,185.42,188.6,92.53,204.47,252.73,9.8,,,2006
JJ Redick,SG,193.04,194.94,86.18,191.14,247.65,7.0,,,2006
Antywane Robinson,SF/PF,198.76,201.93,98.43,219.71,267.97,6.9,,,2006
Brandon Roy,SG/SF,196.22,198.76,93.89,203.2,256.54,7.6,,,2006
Blake Schilb,PG/SG,196.22,198.76,94.8,205.1,259.08,11.3,,,2006
Mouhamed Sene,C,210.82,213.36,107.5,234.95,287.02,6.6,,,2006
Cedric Simmons,PF/C,203.84,207.01,101.15,224.16,275.59,5.6,,,2006
Marcus Slaughter,PF/SF,200.66,203.2,99.79,212.09,265.43,8.5,,,2006
Craig Smith,PF,196.85,199.39,117.48,207.01,262.89,12.2,,,2006
Steven Smith,SF/PF,201.93,206.38,107.95,214.63,264.16,7.8,,,2006
Michael Southhall,C,207.01,208.92,109.32,224.16,273.05,7.9,,,2006
Frans Steyn,C,216.54,219.71,127.01,219.08,276.86,12.8,,,2006
Curtis Stinson,SG,187.32,189.86,94.35,195.58,247.65,6.0,,,2006
Tyrus Thomas,PF/SF,201.3,203.84,98.43,220.98,274.32,5.6,,,2006
Joah Tucker,SF/SG,192.4,196.22,101.6,199.39,252.73,7.0,,,2006
Ian Vouyoukas,C/PF,204.47,207.01,121.11,215.26,275.59,14.8,,,2006
Darius Washington,PG,181.61,185.42,88.45,193.04,243.84,9.7,,,2006
CJ Watson,PG,184.15,187.32,77.56,198.12,243.84,5.2,,,2006
Marcus Williams,PG,187.96,191.14,97.52,200.66,247.65,12.4,,,2006
Shawne Williams,SF/PF,201.3,205.1,102.97,220.98,264.16,8.0,,,2006
Justin Williams,C/PF,201.3,205.1,95.71,217.17,276.86,6.5,,,2006
Shelden Williams,PF/C,201.93,204.47,117.03,224.16,264.16,11.4,,,2006
Eric Williams,C/PF,201.3,205.1,129.27,224.16,270.51,13.0,,,2006
Curtis Withers,PF/SF,198.12,199.39,102.97,208.28,256.54,5.0,,,2006
Alex Acker,SG,192.4,194.94,83.01,213.36,260.35,,,,2005
Deji Akindele,C/PF,207.01,210.82,107.23,220.98,275.59,,,,2005
Mustafa Al-Sayyad,PF/C,,,,,,,,,2005
Nemanja Aleksandrov,PF/SF,208.28,213.36,100.06,210.82,279.4,,,,2005
Alan Anderson,SG/SF,194.31,198.12,101.24,207.01,264.16,,,,2005
Martynas Andriuskevicius,C/PF,216.54,220.98,103.33,211.46,285.75,,,,2005
Sean Banks,SF,197.48,200.66,93.62,215.9,274.32,,,,2005
Eddie Basden,SG/SF,193.68,196.85,95.25,208.92,256.54,,,,2005
Mike Bell,SF/PF,205.1,206.38,93.53,217.17,265.43,,,,2005
Andrew Bogut,C/PF,210.82,214.0,113.67,220.98,280.67,,,,2005
Dee Brown,PG/SG,180.34,182.88,81.19,187.96,238.76,,,,2005
Will Bynum,PG/SG,179.07,181.61,85.64,191.77,236.22,,,,2005
Marcus Campbell,C,208.92,214.0,127.19,228.6,289.56,,,,2005
Will Conroy,PG,185.42,187.96,85.55,190.5,245.11,,,,2005
Taylor Coppenrath,PF/SF,202.56,206.38,114.49,212.09,270.51,,,,2005
Travis Diener,PG/SG,182.24,185.42,74.93,182.24,237.49,,,,2005
Ike Diogu,PF,199.39,203.2,115.85,222.25,276.86,,,,2005
Daryl Dorsey,PG,180.98,184.15,72.94,181.61,238.76,,,,2005
Monta Ellis,SG/PG,188.6,191.14,80.1,189.86,248.92,,,,2005
Raymond Felton,PG,181.61,183.52,90.45,193.68,248.92,,,,2005
Rudy Fernandez,SG,194.94,198.12,78.02,201.93,257.81,,,,2005
D'Or Fischer,C/PF,206.38,209.55,109.95,228.6,280.67,,,,2005
Eddy Fobbs,C/PF,208.92,211.46,106.68,230.5,283.21,,,,2005
Sharrod Ford,PF,201.3,203.84,96.52,217.17,269.24,,,,2005
Channing Frye,PF/C,207.01,209.55,110.5,219.71,280.67,,,,2005
Deng Gai,PF/C,202.56,206.38,97.07,224.79,280.67,,,,2005
Francisco Garcia,SF/SG,197.48,200.66,86.0,210.18,261.62,,,,2005
John Gilchrist,PG,186.06,189.23,88.54,206.38,245.11,,,,2005
Marcin Gortat,PF/C,210.82,213.36,102.15,222.25,279.4,,,,2005
Joey Graham,SF,196.22,199.39,98.25,203.2,264.16,,,,2005
Danny Granger,,201.93,204.47,102.24,217.17,261.62,,,,2005
Gerald Green,SF,198.12,201.3,87.09,207.64,264.16,,,,2005
Charles Hayes,SF/PF,196.85,200.02,105.41,208.28,265.43,,,,2005
Luther Head,PG/SG,187.96,190.5,81.1,196.22,250.19,,,,2005
Julius Hodge,SG/SF,198.12,200.66,91.72,214.63,273.05,,,,2005
Jared Homan,C/PF,202.56,205.1,112.58,216.54,265.43,,,,2005
Ersan Ilyasova,SF,202.56,205.74,94.71,216.54,278.13,,,,2005
Jarrett Jack,PG,189.23,191.77,89.63,201.93,254.0,,,,2005
Dwayne Jones,C/PF,204.47,208.28,109.86,220.34,275.59,,,,2005
Mindaugas Katelynas,SF/PF,201.93,204.47,98.43,210.82,267.97,,,,2005
Jason Klotz,C/PF,204.47,207.64,113.13,208.28,273.05,,,,2005
Carl Krauser,PG/SG,181.61,184.78,87.72,196.85,250.19,,,,2005
Keith Langford,SG/SF,188.6,191.77,92.17,205.74,256.54,,,,2005
David Lee,PF,202.56,205.74,104.1,213.36,270.51,,,,2005
David Lucas,PF,199.39,202.56,105.87,213.36,262.89,,,,2005
John Lucas III,PG,175.9,179.07,70.03,182.88,233.68,,,,2005
Rawle Marshall,SG/SF,194.31,197.48,84.64,215.9,264.16,,,,2005
Jason Maxiell,PF,195.58,198.76,116.85,221.62,271.78,,,,2005
Sean May,PF,200.66,204.47,117.39,216.54,266.7,,,,2005
Rashad McCants,SG,189.86,193.04,91.17,210.18,262.89,,,,2005
Ivan McFarlin,PF,196.85,200.02,103.69,205.74,267.97,,,,2005
Juan Mendez,PF/SF,196.22,200.02,104.96,213.36,270.51,,,,2005
Aaron Miles,PG,182.88,186.69,79.2,191.77,238.76,,,,2005
Ellis Myles,PF,198.12,201.3,115.76,207.64,267.97,,,,2005
Larry O'Bannon,SG,190.5,193.68,88.9,198.12,252.73,,,,2005
Drago Pasalic,SF/PF,207.01,210.82,108.32,212.72,275.59,,,,2005
Chris Paul,PG,182.24,185.42,80.74,193.68,236.22,,,,2005
Kevin Pittsnogle,PF,206.38,208.92,117.57,209.55,269.24,,,,2005
Carlos Powell,SF/PF,196.22,200.02,100.61,210.18,266.7,,,,2005
Roger Powell,SF,194.94,198.12,99.16,212.09,264.16,,,,2005
Ronnie Price,PG,184.78,188.6,83.82,196.85,245.11,,,,2005
Anthony Roberson,PG,184.78,189.23,81.1,189.86,241.3,,,,2005
Brandon Rush,SG/SF,195.58,199.39,95.89,211.46,265.43,,,,2005
Luke Schenscher,C,212.72,217.17,109.59,226.06,283.21,,,,2005
Wayne Simien,PF,201.3,205.74,116.03,213.36,271.78,,,,2005
Tre Simmons,SG/SF,193.04,195.58,88.09,201.93,260.35,,,,2005
David Simon,C/PF,203.2,207.01,117.39,222.25,274.32,,,,2005
Chris Taft,PF,204.47,207.01,118.39,217.8,276.86,,,,2005
Chris Thomas,PG,182.24,185.42,79.92,190.5,241.3,,,,2005
Omar Thomas,SF/SG,191.14,194.31,90.72,203.2,259.08,,,,2005
Dijon Thompson,SF/SG,198.76,203.2,88.81,207.64,267.97,,,,2005
Ronny Turiaf,PF,203.2,206.38,107.86,217.17,270.51,,,,2005
Charlie Villanueva,PF/SF,205.74,207.01,107.32,214.0,276.86,,,,2005
Hakim Warrick,PF/SF,201.3,204.47,97.52,218.44,274.32,,,,2005
Martell Webster,SF,198.12,201.93,104.14,210.82,269.24,,,,2005
Robert Whaley,PF/C,203.2,205.74,122.2,218.44,274.32,,,,2005
Marvin Williams,PF/SF,200.66,203.84,103.51,222.25,274.32,,,,2005
Deron Williams,PG,187.32,189.86,91.81,198.76,248.92,,,,2005
Jawad Williams,SF,200.66,203.2,98.88,216.54,270.51,,,,2005
Antoine Wright,SF/SG,196.22,198.76,91.9,205.1,265.43,,,,2005
Bracey Wright,SG/PG,186.06,189.23,84.73,208.28,255.27,,,,2005
Tony Allen,SG,191.77,193.68,97.07,205.74,259.08,6.7,,,2004
Trevor Ariza,SG/SF,200.66,203.84,91.17,218.44,273.05,8.0,,,2004
Andre Barrett,PG,174.62,177.16,77.56,185.42,233.68,6.7,,,2004
Brandon Bass,PF,198.76,201.3,111.58,219.71,270.51,9.3,,,2004
Andris Biedrins,C,,,,,,9.3,,,2004
Tony Bobbitt,SG,189.86,193.04,83.91,200.66,254.0,7.3,,,2004
